"generation","offspring_size","selection_gradient","feedback"
13878,2.251016669045329,-0.24689123630731555,-0.005433405319722757
13879,2.2507697778090217,-0.24689666793402867,-0.005429967108081795
13880,2.250522881141088,-0.2469020961210848,-0.005426525851435082
13881,2.2502759790449667,-0.24690752086543788,-0.005423081547661523
13882,2.2500290715241014,-0.24691294216403975,-0.005419634194638746
13883,2.2497821585819375,-0.24691836001384007,-0.005416183790243095
13884,2.2495352402219235,-0.24692377441178645,-0.005412730332349623
13885,2.2492883164475117,-0.24692918535482433,-0.00540927381883212
13886,2.249041387262157,-0.24693459283989705,-0.005405814247563085
13887,2.2487944526693173,-0.2469399968639458,-0.005402351616413726
13888,2.2485475126724532,-0.2469453974239096,-0.005398885923253971
13889,2.248300567275029,-0.24695079451672552,-0.005395417165952473
13890,2.2480536164805125,-0.24695618813932824,-0.005391945342376593
13891,2.247806660292373,-0.2469615782886505,-0.005388470450392405
13892,2.2475596987140842,-0.2469669649616228,-0.0053849924878647025
13893,2.2473127317491226,-0.24697234815517352,-0.005381511452656994
13894,2.2470657594009675,-0.246977727866229,-0.005378027342631503
13895,2.246818781673101,-0.24698310409171334,-0.005374540155649152
13896,2.2465717985690095,-0.24698847682854846,-0.005371049889569597
13897,2.246324810092181,-0.24699384607365432,-0.005367556542251194
13898,2.2460778162461073,-0.24699921182394854,-0.005364060111551015
13899,2.245830817034283,-0.2470045740763467,-0.005360560595324838
13900,2.2455838124602066,-0.2470099328277622,-0.005357057991427161
13901,2.2453368025273788,-0.24701528807510637,-0.005353552297711194
13902,2.2450897872393036,-0.2470206398152883,-0.0053500435120288495
13903,2.2448427665994886,-0.24702598804521486,-0.005346531632230751
13904,2.244595740611443,-0.24703133276179104,-0.0053430166561662315
13905,2.2443487092786816,-0.24703667396191942,-0.005339498581683342
13906,2.2441016726047196,-0.2470420116425005,-0.005335977406628828
13907,2.243854630593077,-0.2470473458004327,-0.005332453128848154
13908,2.2436075832472766,-0.24705267643261217,-0.0053289257461854875
13909,2.243360530570844,-0.247058003535933,-0.00532539525648371
13910,2.243113472567308,-0.2470633271072871,-0.005321861657584399
13911,2.2428664092402006,-0.2470686471435642,-0.005318324947327847
13912,2.2426193405930572,-0.2470739636416518,-0.005314785123553052
13913,2.2423722666294155,-0.2470792765984354,-0.005311242184097714
13914,2.242125187352817,-0.24708458601079825,-0.005307696126798242
13915,2.241878102766806,-0.24708989187562133,-0.005304146949489743
13916,2.2416310128749304,-0.2470951941897837,-0.0053005946500060425
13917,2.2413839176807406,-0.24710049295016204,-0.005297039226179661
13918,2.2411368171877903,-0.24710578815363093,-0.005293480675841814
13919,2.2408897113996367,-0.24711107979706282,-0.005289918996822437
13920,2.2406426003198394,-0.24711636787732794,-0.005286354186950158
13921,2.240395483951962,-0.24712165239129433,-0.005282786244052312
13922,2.240148362299571,-0.24712693333582791,-0.005279215165954936
13923,2.239901235366235,-0.24713221070779243,-0.0052756409504827635
13924,2.2396541031555275,-0.24713748450404938,-0.005272063595459235
13925,2.2394069656710234,-0.24714275472145822,-0.005268483098706486
13926,2.239159822916302,-0.24714802135687602,-0.005264899458045357
13927,2.2389126748949453,-0.24715328440715795,-0.005261312671295389
13928,2.238665521610538,-0.2471585438691567,-0.005257722736274814
13929,2.238418363066669,-0.247163799739723,-0.005254129650800579
13930,2.238171199266929,-0.24716905201570524,-0.0052505334126883105
13931,2.2379240302149133,-0.2471743006939498,-0.0052469340197523525
13932,2.2376768559142195,-0.2471795457713007,-0.005243331469805736
13933,2.237429676368448,-0.24718478724459986,-0.005239725760660186
13934,2.2371824915812035,-0.247190025110687,-0.0052361168901261385
13935,2.236935301556093,-0.24719525936639966,-0.005232504856012709
13936,2.2366881062967265,-0.2472004900085732,-0.005228889656127724
13937,2.236440905806718,-0.24720571703404065,-0.005225271288277694
13938,2.236193700089684,-0.24721094043963307,-0.005221649750267836
13939,2.2359464891492444,-0.2472161602221792,-0.005218025039902052
13940,2.2356992729890224,-0.24722137637850555,-0.0052143971549829474
13941,2.235452051612644,-0.24722658890543647,-0.005210766093311814
13942,2.2352048250237386,-0.24723179779979423,-0.005207131852688648
13943,2.2349575932259387,-0.24723700305839863,-0.00520349443091212
13944,2.2347103562228803,-0.2472422046780675,-0.0051998538257796165
13945,2.2344631140182023,-0.24724740265561643,-0.005196210035087206
13946,2.2342158666155467,-0.2472525969878587,-0.005192563056629645
13947,2.233968614018559,-0.2472577876716055,-0.005188912888200394
13948,2.2337213562308875,-0.24726297470366573,-0.005185259527591587
13949,2.233474093256184,-0.2472681580808461,-0.005181602972594063
13950,2.233226825098103,-0.2472733377999512,-0.005177943220997349
13951,2.232979551760303,-0.24727851385778324,-0.005174280270589663
13952,2.2327322732464454,-0.24728368625114236,-0.0051706141191579106
13953,2.232484989560194,-0.24728885497682643,-0.005166944764487683
13954,2.2322377007052174,-0.24729402003163117,-0.005163272204363275
13955,2.2319904066851857,-0.2472991814123499,-0.005159596436567647
13956,2.2317431075037732,-0.24730433911577396,-0.00515591745888247
13957,2.2314958031646577,-0.24730949313869233,-0.005152235269088097
13958,2.231248493671519,-0.24731464347789175,-0.005148549864963559
13959,2.2310011790280413,-0.2473197901301568,-0.0051448612442865785
13960,2.230753859237911,-0.2473249330922699,-0.0051411694048335696
13961,2.2305065343048187,-0.24733007236101112,-0.00513747434437963
13962,2.230259204232458,-0.2473352079331583,-0.0051337760606985465
13963,2.2300118690245245,-0.24734033980548717,-0.0051300745515627825
13964,2.229764528684719,-0.2473454679747712,-0.005126369814743496
13965,2.2295171832167444,-0.2473505924377815,-0.005122661848010531
13966,2.229269832624307,-0.24735571319128719,-0.005118950649132407
13967,2.2290224769111155,-0.24736083023205485,-0.005115236215876326
13968,2.2287751160808833,-0.2473659435568491,-0.005111518546008184
13969,2.2285277501373266,-0.24737105316243216,-0.005107797637292561
13970,2.2282803790841643,-0.24737615904556415,-0.005104073487492709
13971,2.2280330029251187,-0.2473812612030028,-0.005100346094370567
13972,2.227785621663916,-0.2473863596315037,-0.005096615455686762
13973,2.2275382353042845,-0.24739145432782014,-0.005092881569200598
13974,2.2272908438499566,-0.24739654528870325,-0.005089144432670053
13975,2.227043447304668,-0.24740163251090191,-0.005085404043851807
13976,2.2267960456721574,-0.24740671599116262,-0.0050816604005011964
13977,2.2265486389561664,-0.24741179572622976,-0.005077913500372252
13978,2.22630122716044,-0.24741687171284546,-0.005074163341217679
13979,2.226053810288727,-0.24742194394774955,-0.005070409920788863
13980,2.2258063883447794,-0.2474270124276797,-0.005066653236835879
13981,2.225558961332352,-0.24743207714937118,-0.0050628932871074695
13982,2.2253115292552024,-0.24743713810955714,-0.005059130069351048
13983,2.2250640921170928,-0.24744219530496842,-0.005055363581312725
13984,2.2248166499217876,-0.24744724873233365,-0.005051593820737276
13985,2.2245692026730555,-0.24745229838837907,-0.005047820785368162
13986,2.224321750374667,-0.24745734426982888,-0.005044044472947511
13987,2.224074293030397,-0.24746238637340484,-0.005040264881216134
13988,2.2238268306440236,-0.24746742469582658,-0.005036482007913518
13989,2.223579363219328,-0.2474724592338113,-0.005032695850777827
13990,2.223331890760094,-0.24747748998407412,-0.005028906407545892
13991,2.22308441327011,-0.24748251694332773,-0.005025113675953233
13992,2.222836930753167,-0.24748754010828278,-0.005021317653734033
13993,2.222589443213059,-0.24749255947564738,-0.005017518338621152
13994,2.222341950653583,-0.2474975750421276,-0.005013715728346123
13995,2.222094453078541,-0.2475025868044271,-0.005009909820639163
13996,2.2218469504917366,-0.24750759475924733,-0.005006100613229146
13997,2.221599442896977,-0.24751259890328745,-0.00500228810384363
13998,2.221351930298074,-0.24751759923324435,-0.004998472290208847
13999,2.221104412698841,-0.24752259574581267,-0.0049946531700496965
14000,2.220856890103095,-0.2475275884376847,-0.004990830741089746
14001,2.2206093625146575,-0.24753257730555056,-0.00498700500105124
14002,2.2203618299373518,-0.24753756234609803,-0.004983175947655091
14003,2.2201142923750057,-0.24754254355601255,-0.004979343578620887
14004,2.2198667498314495,-0.24754752093197746,-0.004975507891666883
14005,2.2196192023105175,-0.24755249447067357,-0.004971668884510005
14006,2.219371649816047,-0.2475574641687796,-0.00496782655486585
14007,2.219124092351878,-0.24756243002297199,-0.004963980900448679
14008,2.218876529921855,-0.24756739202992473,-0.00496013191897143
14009,2.218628962529825,-0.24757235018630966,-0.004956279608145697
14010,2.2183813901796388,-0.24757730448879628,-0.004952423965681763
14011,2.2181338128751498,-0.24758225493405178,-0.004948564989288555
14012,2.217886230620216,-0.24758720151874117,-0.00494470267667369
14013,2.217638643418697,-0.24759214423952702,-0.004940837025543433
14014,2.2173910512744577,-0.24759708309306966,-0.00493696803360273
14015,2.2171434541913646,-0.24760201807602716,-0.004933095698555182
14016,2.2168958521732884,-0.24760694918505533,-0.004929220018103066
14017,2.2166482452241034,-0.24761187641680743,-0.00492534098994732
14018,2.2164006333476864,-0.24761679976793483,-0.004921458611787547
14019,2.2161530165479184,-0.24762171923508622,-0.00491757288132202
14020,2.2159053948286833,-0.24762663481490824,-0.004913683796247674
14021,2.2156577681938683,-0.24763154650404506,-0.004909791354260104
14022,2.2154101366473644,-0.24763645429913866,-0.004905895553053581
14023,2.2151625001930655,-0.24764135819682864,-0.004901996390321027
14024,2.214914858834869,-0.24764625819375238,-0.004898093863754033
14025,2.214667212576675,-0.2476511542865448,-0.004894187971042845
14026,2.2144195614223885,-0.24765604647183867,-0.004890278709876393
14027,2.214171905375917,-0.24766093474626436,-0.00488636607794225
14028,2.2139242444411704,-0.24766581910644997,-0.004882450072926655
14029,2.213676578622064,-0.24767069954902124,-0.004878530692514515
14030,2.213428907922515,-0.24767557607060156,-0.00487460793438939
14031,2.2131812323464444,-0.2476804486678122,-0.004870681796233511
14032,2.2129335518977764,-0.24768531733727184,-0.00486675227572776
14033,2.212685866580439,-0.247690182075597,-0.004862819370551685
14034,2.2124381763983636,-0.24769504287940183,-0.004858883078383499
14035,2.212190481355484,-0.24769989974529827,-0.004854943396900059
14036,2.211942781455739,-0.24770475266989578,-0.004851000323776902
14037,2.211695076703069,-0.24770960164980155,-0.004847053856688207
14038,2.211447367101419,-0.24771444668162046,-0.00484310399330682
14039,2.2111996526547375,-0.2477192877619551,-0.004839150731304244
14040,2.2109519333669754,-0.24772412488740553,-0.004835194068350634
14041,2.210704209242088,-0.24772895805456982,-0.004831234002114821
14042,2.210456480284033,-0.24773378726004341,-0.004827270530264274
14043,2.210208746496773,-0.2477386125004196,-0.00482330365046513
14044,2.2099610078842726,-0.2477434337722892,-0.004819333360382181
14045,2.2097132644505004,-0.24774825107224074,-0.004815359657678874
14046,2.2094655161994283,-0.24775306439686048,-0.004811382540017312
14047,2.2092177631350314,-0.2477578737427323,-0.0048074020050582495
14048,2.2089700052612886,-0.2477626791064377,-0.004803418050461108
14049,2.208722242582182,-0.2477674804845559,-0.004799430673883957
14050,2.208474475101698,-0.2477722778736637,-0.004795439872983524
14051,2.2082267028238243,-0.24777707127033566,-0.004791445645415188
14052,2.207978925752554,-0.24778186067114386,-0.004787447988832979
14053,2.2077311438918827,-0.24778664607265818,-0.00478344690088959
14054,2.20748335724581,-0.24779142747144609,-0.004779442379236366
14055,2.2072355658183387,-0.24779620486407267,-0.0047754344215233
14056,2.2069877696134745,-0.24780097824710062,-0.00477142302539904
14057,2.2067399686352274,-0.24780574761709045,-0.00476740818851089
14058,2.2064921628876104,-0.24781051297060022,-0.0047633899085048085
14059,2.20624435237464,-0.24781527430418557,-0.004759368183025402
14060,2.2059965371003356,-0.2478200316143999,-0.004755343009715917
14061,2.205748717068721,-0.24782478489779408,-0.004751314386218273
14062,2.2055008922838235,-0.24782953415091688,-0.004747282310173039
14063,2.2052530627496725,-0.24783427937031455,-0.004743246779219416
14064,2.205005228470302,-0.24783902055253093,-0.004739207790995272
14065,2.2047573894497496,-0.24784375769410763,-0.004735165343137123
14066,2.2045095456920554,-0.24784849079158375,-0.004731119433280127
14067,2.2042616972012636,-0.2478532198414962,-0.004727070059058101
14068,2.2040138439814223,-0.24785794484037935,-0.004723017218103516
14069,2.203765986036582,-0.2478626657847653,-0.004718960908047473
14070,2.203518123370797,-0.2478673826711838,-0.004714901126519737
14071,2.2032702559881256,-0.24787209549616215,-0.004710837871148717
14072,2.2030223838926295,-0.24787680425622532,-0.004706771139561479
14073,2.2027745070883733,-0.2478815089478959,-0.0047027009293837225
14074,2.2025266255794254,-0.24788620956769414,-0.004698627238239802
14075,2.2022787393698575,-0.2478909061121378,-0.00469455006375272
14076,2.202030848463745,-0.24789559857774243,-0.0046904694035441235
14077,2.2017829528651673,-0.2479002869610211,-0.004686385255234313
14078,2.2015350525782065,-0.24790497125848446,-0.004682297616442234
14079,2.2012871476069478,-0.24790965146664093,-0.004678206484785463
14080,2.2010392379554813,-0.24791432758199633,-0.004674111857880246
14081,2.2007913236278993,-0.24791899960105426,-0.004670013733341457
14082,2.200543404628298,-0.24792366752031594,-0.004665912108782622
14083,2.200295480960778,-0.2479283313362801,-0.004661806981815919
14084,2.200047552629442,-0.2479329910454431,-0.004657698350052158
14085,2.199799619638396,-0.247937646644299,-0.0046535862111007935
14086,2.199551681991752,-0.24794229812933935,-0.004649470562569941
14087,2.199303739693623,-0.24794694549705348,-0.00464535140206635
14088,2.199055792748126,-0.24795158874392811,-0.004641228727195405
14089,2.1988078411593817,-0.24795622786644775,-0.004637102535561143
14090,2.198559884931515,-0.24796086286109428,-0.004632972824766247
14091,2.198311924068654,-0.24796549372434754,-0.0046288395924120405
14092,2.1980639585749295,-0.2479701204526846,-0.004624702836098486
14093,2.197815988454477,-0.2479747430425804,-0.004620562553424194
14094,2.197568013711434,-0.24797936149050728,-0.004616418741986412
14095,2.1973200343499437,-0.24798397579293535,-0.004612271399381033
14096,2.197072050374151,-0.2479885859463322,-0.00460812052320259
14097,2.1968240617882047,-0.247993191947163,-0.004603966111044254
14098,2.1965760685962574,-0.24799779379189063,-0.004599808160497842
14099,2.1963280708024655,-0.24800239147697545,-0.004595646669153811
14100,2.1960800684109887,-0.24800698499887544,-0.004591481634601258
14101,2.19583206142599,-0.2480115743540462,-0.004587313054427921
14102,2.195584049851636,-0.2480161595389409,-0.004583140926220177
14103,2.195336033692097,-0.2480207405500103,-0.004578965247563037
14104,2.1950880129515467,-0.2480253173837027,-0.0045747860160401605
14105,2.194839987634163,-0.24802989003646403,-0.0045706032292338475
14106,2.1945919577441266,-0.2480344585047378,-0.004566416884725034
14107,2.194343923285622,-0.24803902278496506,-0.004562226980093288
14108,2.194095884262837,-0.24804358287358447,-0.004558033512916815
14109,2.1938478406799633,-0.24804813876703236,-0.004553836480772473
14110,2.193599792541196,-0.24805269046174241,-0.0045496358812357465
14111,2.1933517398507343,-0.24805723795414605,-0.004545431711880765
14112,2.1931036826127803,-0.24806178124067227,-0.004541223970280293
14113,2.1928556208315397,-0.24806632031774759,-0.004537012654005725
14114,2.192607554511222,-0.24807085518179608,-0.0045327977606271
14115,2.1923594836560403,-0.2480753858292394,-0.00452857928771309
14116,2.192111408270211,-0.2480799122564969,-0.004524357232831008
14117,2.1918633283579547,-0.24808443445998524,-0.004520131593546799
14118,2.191615243923495,-0.24808895243611886,-0.004515902367425045
14119,2.1913671549710587,-0.24809346618130973,-0.004511669552028963
14120,2.1911190615048772,-0.24809797569196726,-0.004507433144920403
14121,2.190870963529185,-0.24810248096449858,-0.004503193143659862
14122,2.1906228610482206,-0.24810698199530823,-0.004498949545806455
14123,2.1903747540662253,-0.2481114787807985,-0.004494702348917951
14124,2.1901266425874444,-0.24811597131736904,-0.004490451550550733
14125,2.189878526616127,-0.2481204596014171,-0.004486197148259831
14126,2.1896304061565255,-0.2481249436293376,-0.004481939139598911
14127,2.1893822812128962,-0.24812942339752295,-0.004477677522120265
14128,2.189134151789499,-0.24813389890236306,-0.004473412293374823
14129,2.1888860178905967,-0.24813837014024537,-0.004469143450912142
14130,2.1886378795204564,-0.248142837107555,-0.004464870992280418
14131,2.188389736683349,-0.24814729980067454,-0.004460594915026481
14132,2.188141589383548,-0.2481517582159841,-0.004456315216695785
14133,2.1878934376253323,-0.24815621234986138,-0.004452031894832436
14134,2.1876452814129825,-0.24816066219868158,-0.004447744946979149
14135,2.187397120750784,-0.24816510775881753,-0.004443454370677281
14136,2.1871489556430252,-0.24816954902663943,-0.004439160163466826
14137,2.1869007860939984,-0.24817398599851523,-0.004434862322886393
14138,2.186652612108,-0.2481784186708103,-0.0044305608464732475
14139,2.186404433689329,-0.24818284703988755,-0.0044262557317632616
14140,2.186156250842289,-0.24818727110210737,-0.004421946976290957
14141,2.185908063571187,-0.24819169085382786,-0.004417634577589471
14142,2.185659871880333,-0.24819610629140448,-0.0044133185331905805
14143,2.185411675774042,-0.24820051741119034,-0.004408998840624695
14144,2.1851634752566307,-0.24820492420953594,-0.004404675497420839
14145,2.184915270332421,-0.24820932668278942,-0.00440034850110668
14146,2.1846670610057384,-0.24821372482729648,-0.004396017849208518
14147,2.184418847280911,-0.24821811863940021,-0.004391683539251271
14148,2.1841706291622716,-0.24822250811544136,-0.004387345568758486
14149,2.183922406654156,-0.24822689325175806,-0.004383003935252351
14150,2.1836741797609043,-0.24823127404468612,-0.004378658636253677
14151,2.1834259484868594,-0.2482356504905588,-0.0043743096692819
14152,2.1831777128363687,-0.24824002258570677,-0.0043699570318550835
14153,2.182929472813783,-0.2482443903264584,-0.004365600721489927
14154,2.1826812284234562,-0.24824875370913949,-0.004361240735701751
14155,2.182432979669747,-0.24825311273007333,-0.004356877072004506
14156,2.182184726557017,-0.24825746738558077,-0.004352509727910776
14157,2.1819364690896315,-0.2482618176719802,-0.004348138700931757
14158,2.1816882072719594,-0.24826616358558737,-0.004343763988577284
14159,2.181439941108374,-0.24827050512271573,-0.004339385588355819
14160,2.1811916706032513,-0.24827484227967608,-0.004335003497774442
14161,2.1809433957609716,-0.24827917505277688,-0.00433061771433887
14162,2.1806951165859187,-0.24828350343832395,-0.0043262282355534375
14163,2.18044683308248,-0.2482878274326207,-0.004321835058921108
14164,2.1801985452550476,-0.24829214703196797,-0.004317438181943479
14165,2.1799502531080157,-0.24829646223266424,-0.004313037602120765
14166,2.179701956645783,-0.2483007730310053,-0.004308633316951805
14167,2.179453655872752,-0.24830507942328467,-0.004304225323934069
14168,2.179205350793329,-0.24830938140579303,-0.004299813620563647
14169,2.1789570414119233,-0.24831367897481896,-0.004295398204335253
14170,2.1787087277329484,-0.2483179721266482,-0.004290979072742232
14171,2.178460409760822,-0.24832226085756415,-0.0042865562232765565
14172,2.1782120874999644,-0.24832654516384764,-0.004282129653428807
14173,2.1779637609548006,-0.24833082504177711,-0.004277699360688204
14174,2.177715430129759,-0.24833510048762833,-0.004273265342542592
14175,2.177467095029271,-0.24833937149767463,-0.004268827596478423
14176,2.1772187556577736,-0.24834363806818674,-0.004264386119980795
14177,2.1769704120197053,-0.24834790019543304,-0.00425994091053341
14178,2.17672206411951,-0.24835215787567927,-0.004255491965618609
14179,2.176473711961634,-0.24835641110518872,-0.004251039282717344
14180,2.176225355550529,-0.24836065988022205,-0.004246582859309201
14181,2.175976994890649,-0.24836490419703755,-0.004242122692872377
14182,2.175728629986452,-0.2483691440518909,-0.004237658780883701
14183,2.1754802608424,-0.2483733794410352,-0.0042331911208186215
14184,2.175231887462959,-0.2483776103607212,-0.004228719710151206
14185,2.174983509852598,-0.24838183680719692,-0.004224244546354149
14186,2.174735128015791,-0.24838605877670794,-0.004219765626898769
14187,2.1744867419570144,-0.2483902762654974,-0.0042152829492550035
14188,2.174238351680749,-0.24839448926980576,-0.004210796510891402
14189,2.173989957191479,-0.24839869778587106,-0.004206306309275154
14190,2.173741558493693,-0.24840290180992866,-0.004201812341872051
14191,2.1734931555918835,-0.24840710133821164,-0.00419731460614653
14192,2.1732447484905455,-0.24841129636695025,-0.0041928130995616255
14193,2.1729963371941787,-0.2484154868923724,-0.004188307819579001
14194,2.1727479217072863,-0.2484196729107034,-0.00418379876365894
14195,2.1724995020343756,-0.24842385441816606,-0.004179285929260357
14196,2.1722510781799573,-0.24842803141098055,-0.00417476931384077
14197,2.1720026501485465,-0.24843220388536455,-0.004170248914856337
14198,2.1717542179446614,-0.2484363718375332,-0.004165724729761817
14199,2.171505781572824,-0.2484405352636992,-0.0041611967560106
14200,2.17125734103756,-0.24844469416007242,-0.0041566649910546845
14201,2.1710088963434,-0.24844884852286053,-0.004152129432344707
14202,2.170760447494877,-0.24845299834826837,-0.004147590077329914
14203,2.170511994496529,-0.24845714363249835,-0.0041430469234581685
14204,2.1702635373528967,-0.24846128437175038,-0.004138499968175962
14205,2.170015076068525,-0.2484654205622217,-0.004133949208928391
14206,2.169766610647963,-0.248469552200107,-0.0041293946431591785
14207,2.1695181410957627,-0.24847367928159853,-0.004124836268310666
14208,2.169269667416481,-0.24847780180288587,-0.004120274081823822
14209,2.169021189614678,-0.24848191976015607,-0.00411570808113822
14210,2.168772707694918,-0.24848603314959367,-0.004111138263692067
14211,2.168524221661768,-0.24849014196738056,-0.004106564626922168
14212,2.1682757315198007,-0.24849424620969612,-0.0041019871682639675
14213,2.168027237273591,-0.24849834587271719,-0.0040974058851515165
14214,2.1677787389277183,-0.24850244095261798,-0.004092820775017489
14215,2.167530236486766,-0.24850653144557014,-0.004088231835293173
14216,2.16728172995532,-0.2485106173477428,-0.004083639063408466
14217,2.1670332193379727,-0.24851469865530246,-0.004079042456791907
14218,2.1667847046393174,-0.2485187753644131,-0.004074442012870629
14219,2.166536185863953,-0.24852284747123612,-0.004069837729070393
14220,2.166287663016482,-0.2485269149719303,-0.00406522960281558
14221,2.1660391361015097,-0.24853097786265185,-0.004060617631529174
14222,2.165790605123647,-0.24853503613955447,-0.0040560018126328
14223,2.1655420700875077,-0.24853908979878922,-0.0040513821435466816
14224,2.165293530997709,-0.24854313883650458,-0.0040467586216896625
14225,2.1650449878588724,-0.24854718324884648,-0.004042131244479197
14226,2.1647964406756235,-0.24855122303195823,-0.004037500009331374
14227,2.1645478894525914,-0.24855525818198057,-0.004032864913660882
14228,2.1642993341944092,-0.24855928869505167,-0.004028225954881035
14229,2.1640507749057143,-0.24856331456730713,-0.004023583130403768
14230,2.163802211591147,-0.24856733579487986,-0.0040189364376396145
14231,2.163553644255352,-0.2485713523739003,-0.004014285873997742
14232,2.163305072902978,-0.24857536430049626,-0.004009631436885923
14233,2.1630564975386775,-0.2485793715707929,-0.0040049731237105455
14234,2.1628079181671067,-0.24858337418091292,-0.004000310931876629
14235,2.1625593347929257,-0.2485873721269762,-0.003995644858787786
14236,2.1623107474207988,-0.24859136540510024,-0.003990974901846262
14237,2.1620621560553936,-0.24859535401139987,-0.00398630105845291
14238,2.161813560701382,-0.2485993379419873,-0.0039816233260072005
14239,2.1615649613634402,-0.24860331719297213,-0.003976941701907221
14240,2.161316358046247,-0.2486072917604613,-0.003972256183549665
14241,2.1610677507544866,-0.24861126164055938,-0.003967566768329859
14242,2.160819139492846,-0.2486152268293681,-0.003962873453641735
14243,2.1605705242660167,-0.24861918732298668,-0.003958176236877829
14244,2.160321905078694,-0.24862314311751166,-0.003953475115429313
14245,2.1600732819355764,-0.24862709420903698,-0.003948770086685953
14246,2.1598246548413673,-0.24863104059365415,-0.003944061148036148
14247,2.1595760238007737,-0.2486349822674519,-0.003939348296866905
14248,2.1593273888185065,-0.24863891922651624,-0.00393463153056384
14249,2.15907874989928,-0.24864285146693083,-0.003929910846511189
14250,2.1588301070478133,-0.24864677898477655,-0.003925186242091805
14251,2.1585814602688287,-0.24865070177613166,-0.003920457714687146
14252,2.1583328095670526,-0.24865461983707185,-0.003915725261677293
14253,2.1580841549472156,-0.24865853316367018,-0.0039109888804409396
14254,2.157835496414052,-0.24866244175199706,-0.0039062485683553916
14255,2.1575868339723,-0.24866634559812037,-0.0039015043227965678
14256,2.1573381676267016,-0.2486702446981052,-0.0038967561411390053
14257,2.1570894973820036,-0.24867413904801416,-0.0038920040207558616
14258,2.1568408232429555,-0.24867802864390715,-0.003887247959018887
14259,2.1565921452143115,-0.24868191348184152,-0.0038824879532984697
14260,2.15634346330083,-0.24868579355787185,-0.003877724000963597
14261,2.156094777507272,-0.24868966886805027,-0.003872956099381872
14262,2.1558460878384036,-0.24869353940842612,-0.0038681842459195094
14263,2.155597394298995,-0.24869740517504618,-0.003863408437941349
14264,2.15534869689382,-0.2487012661639546,-0.003858628672810841
14265,2.155099995627656,-0.2487051223711929,-0.0038538449478900407
14266,2.154851290505285,-0.24870897379279988,-0.003849057260539617
14267,2.1546025815314924,-0.2487128204248118,-0.003844265608118864
14268,2.1543538687110675,-0.2487166622632622,-0.003839469987985672
14269,2.154105152048804,-0.24872049930418205,-0.0038346703974965627
14270,2.1538564315495,-0.2487243315435996,-0.003829866834006661
14271,2.1536077072179562,-0.24872815897754055,-0.003825059294869711
14272,2.1533589790589787,-0.2487319816020278,-0.003820247777438063
14273,2.1531102470773766,-0.2487357994130818,-0.0038154322790626867
14274,2.1528615112779637,-0.24873961240672016,-0.0038106127970931637
14275,2.1526127716655568,-0.24874342057895796,-0.003805789328877679
14276,2.152364028244978,-0.2487472239258076,-0.0038009618717630518
14277,2.152115281021052,-0.2487510224432788,-0.0037961304230946947
14278,2.1518665299986086,-0.24875481612737868,-0.0037912949802166437
14279,2.151617775182481,-0.24875860497411162,-0.003786455540471545
14280,2.1513690165775072,-0.2487623889794794,-0.0037816121012006604
14281,2.1511202541885277,-0.24876616813948116,-0.0037767646597438587
14282,2.150871488020388,-0.2487699424501133,-0.003771913213439624
14283,2.150622718077938,-0.24877371190736966,-0.003767057759625059
14284,2.1503739443660304,-0.2487774765072413,-0.003762198295635875
14285,2.150125166889523,-0.24878123624571669,-0.0037573348188063996
14286,2.1498763856532777,-0.2487849911187817,-0.003752467326469572
14287,2.149627600662159,-0.2487887411224193,-0.0037475958159569325
14288,2.1493788119210366,-0.24879248625261008,-0.0037427202845986564
14289,2.149130019434784,-0.24879622650533176,-0.0037378407297235096
14290,2.148881223208279,-0.24879996187655942,-0.0037329571486588906
14291,2.148632423246402,-0.24880369236226554,-0.003728069538730791
14292,2.1483836195540396,-0.24880741795841993,-0.0037231778972638355
14293,2.1481348121360813,-0.24881113866098956,-0.0037182822215812562
14294,2.14788600099742,-0.2488148544659389,-0.003713382509004884
14295,2.147637186142954,-0.24881856536922972,-0.003708478756855179
14296,2.1473883675775847,-0.24882227136682097,-0.00370357096245121
14297,2.1471395453062176,-0.24882597245466906,-0.0036986591231106527
14298,2.146890719333763,-0.2488296686287277,-0.0036937432361498117
14299,2.1466418896651343,-0.24883335988494787,-0.0036888232988835762
14300,2.146393056305249,-0.24883704621927785,-0.0036838993086254737
14301,2.1461442192590297,-0.24884072762766332,-0.0036789712626876373
14302,2.145895378531402,-0.24884440410604713,-0.0036740391583808176
14303,2.145646534127296,-0.24884807565036965,-0.00366910299301436
14304,2.1453976860516457,-0.2488517422565683,-0.003664162763896251
14305,2.145148834309389,-0.248855403920578,-0.003659218468333057
14306,2.1448999789054684,-0.248859060638331,-0.003654270103629989
14307,2.14465111984483,-0.24886271240575664,-0.0036493176670908557
14308,2.1444022571324246,-0.24886635921878175,-0.0036443611560180804
14309,2.144153390773206,-0.24887000107333035,-0.003639400567712695
14310,2.1439045207721326,-0.24887363796532394,-0.0036344358994743484
14311,2.1436556471341675,-0.24887726989068112,-0.0036294671486013135
14312,2.143406769864277,-0.24888089684531783,-0.0036244943123904575
14313,2.1431578889674316,-0.24888451882514737,-0.003619517388137271
14314,2.1429090044486063,-0.24888813582608033,-0.0036145363731358545
14315,2.14266011631278,-0.24889174784402457,-0.0036095512646789297
14316,2.142411224564936,-0.24889535487488512,-0.0036045620600578267
14317,2.1421623292100613,-0.24889895691456454,-0.0035995687565624898
